Dernier,MA_150,MA_100,MA_50,RSI,signal_MA_50_MA_150,signal_MA_100_MA_150,signal_MA_50_MA_100
69148.0,63484.801333333344,64450.754,64983.365999999995,59.74812111206251,1.0,1.0,1.0
71630.1,63587.780666666666,64526.163,65048.648,64.30199383697436,1.0,1.0,1.0
69360.4,63663.693999999996,64569.27,65047.28199999999,57.85617205634915,1.0,1.0,1.0
68890.6,63739.766,64610.352,65054.797999999995,56.591624253784374,1.0,1.0,1.0
67830.6,63797.74333333333,64680.708999999995,65025.722,53.73770172458831,1.0,1.0,1.0
68496.5,63872.28199999999,64773.575999999994,65024.7,55.26398501323623,1.0,1.0,1.0
65963.0,63918.844666666664,64854.355,64984.445999999996,48.68312076492248,1.0,1.0,1.0
65439.2,63960.974666666676,64935.373999999996,64910.122,47.42569118671388,1.0,1.0,0.0
69664.4,64029.58066666666,65054.55100000001,64900.612,57.06023915472449,1.0,1.0,0.0
71332.0,64111.68733333333,65187.477,64898.79800000001,60.16316831596866,1.0,1.0,0.0
69611.5,64179.42466666666,65316.345,64965.446,55.69169970694354,1.0,1.0,0.0
69871.7,64226.26133333334,65456.45100000001,65024.53,56.2216271390306,1.0,1.0,0.0
70762.1,64269.52066666666,65581.48,65099.03599999999,58.069711142844575,1.0,1.0,0.0
69442.4,64304.74133333334,65709.486,65183.263999999996,54.40392540376464,1.0,1.0,0.0
69999.3,64344.38266666666,65839.216,65258.748,55.675517358178915,1.0,1.0,0.0
69892.0,64407.848,65936.143,65425.2,55.35519600077163,1.0,1.0,0.0
67211.9,64448.206666666665,65987.22899999999,65510.694,47.9365541206212,1.0,1.0,0.0
64037.8,64481.753333333334,65998.706,65561.85,40.93884494859203,1.0,1.0,0.0
63785.5,64510.51733333333,66009.01800000001,65621.02799999999,40.433587548950484,1.0,1.0,0.0
65503.8,64557.56733333333,66054.322,65715.16600000001,45.37796269604541,1.0,1.0,0.0
67854.0,64613.37333333334,66128.829,65810.746,51.32873239471474,1.0,1.0,0.0
62050.0,64634.525333333324,66132.47600000001,65827.596,39.79765274758057,1.0,1.0,0.0
67594.1,64701.58866666667,66199.923,65933.12400000001,51.09868903647648,1.0,1.0,0.0
68391.2,64766.14466666666,66265.741,66037.686,52.47986480348052,1.0,1.0,0.0
65314.2,64797.60466666666,66315.956,66063.842,46.96537187758049,1.0,1.0,0.0
69463.7,64865.02933333334,66378.63100000001,66175.35,53.987120038425736,1.0,1.0,0.0
71387.5,64949.524,66449.89600000001,66345.55,56.840200222271434,1.0,1.0,0.0
73066.3,65030.42133333333,66539.274,66624.45,59.21671484086519,1.0,1.0,1.0
71470.2,65101.218666666675,66605.433,66887.23,56.05638799931348,1.0,1.0,1.0
72099.1,65170.547999999995,66676.615,67115.88,57.02950317380833,1.0,1.0,1.0
