Date,Dernier,MA_150,MA_100,MA_50,RSI
2023-10-03,0.25726593315341495,27864.396666666667,28196.771999999997,26501.231999999996,58.501333031287245
2023-10-04,0.26068658350161356,27860.17066666667,28172.010999999995,26473.144000000004,62.2126925868108
2023-10-05,0.2570951365429256,27858.436,28139.223,26446.824,56.4993795582737
2023-10-06,0.26206427991771564,27860.449333333334,28117.806,26472.848,61.735417178592584
2023-10-07,0.26229263781682294,27862.83466666667,28092.96,26511.005999999998,61.96200891830742
2023-10-08,0.26193028478683444,27869.095999999998,28067.458,26547.472,61.341282139039045
2023-10-09,0.25870968350727536,27874.310666666664,28037.404000000002,26575.284,55.97403769242803
2023-10-10,0.25691301640024905,27878.400666666665,28005.137000000002,26600.584,53.17859420120654
2023-10-11,0.25205899560269496,27878.11133333333,27962.39,26617.318000000003,46.4317886329795
2023-10-12,0.2509691056296827,27875.292666666664,27922.316999999995,26623.816000000003,45.04975230974986
2023-10-13,0.2519353803763187,27874.147333333334,27885.824,26637.546000000002,46.568222673286705
2023-10-14,0.2518344122143167,27870.478666666666,27855.221,26653.458,46.42386281590478
2023-10-15,0.2547445599864117,27872.7,27823.369,26676.34,51.126539752335
2023-10-16,0.26746937928171055,27883.545333333335,27805.578,26724.521999999997,65.41959533659255
2023-10-17,0.2664681903108309,27892.127999999997,27787.945,26770.216,63.8376978793606
2023-10-18,0.2656953592390586,27902.606666666667,27767.009,26782.172,62.579764616546214
2023-10-19,0.26948213712797475,27915.111333333334,27748.006,26810.656000000003,66.10424896627843
2023-10-20,0.2784607545246947,27931.47,27740.877999999997,26885.4,72.67571410623816
2023-10-21,0.2807103629192066,27955.366666666665,27725.345999999998,26967.594000000005,74.03403849356698
2023-10-22,0.28138316945665914,27978.755999999998,27722.014,27049.884,74.4432318487117
2023-10-23,0.3102355294694925,28020.958000000002,27749.517999999996,27191.3,85.2083185552267
2023-10-24,0.3184941589446468,28068.021333333334,27786.333,27353.174000000003,86.90821264635483
2023-10-25,0.3239653122464,28110.858666666667,27829.904,27527.305999999997,87.90026747311843
2023-10-26,0.3207277256685601,28153.62066666667,27872.772999999997,27695.22,83.85103821185541
2023-10-27,0.318350727536943,28194.978000000003,27912.694,27848.26,80.90427150507689
2023-10-28,0.3200568063864721,28240.754666666668,27955.51,28011.722,81.40926842866185
2023-10-29,0.32424745692339624,28292.139333333336,28001.746,28184.234,82.62475579411324
2023-10-30,0.32378696661445255,28340.36066666667,28048.635999999995,28356.988,81.99038870143018
2023-10-31,0.3254166116217185,28390.88466666667,28094.283,28546.672,82.50238464659799
2023-11-01,0.33271274086096586,28446.228000000003,28156.74,28738.458,84.61168079481513
2023-11-02,0.32806631815350934,28507.45466666667,28213.768000000004,28912.625999999997,78.1506450519451
2023-11-03,0.32605922207333865,28557.378,28267.432999999997,29076.506,75.46975567205632
2023-11-04,0.32933455375846904,28615.533333333333,28325.863999999998,29245.801999999996,76.86450733094952
2023-11-05,0.3288967105138996,28672.322,28382.908,29414.95,76.24044426372262
2023-11-06,0.3291099703700907,28729.406666666666,28439.792999999998,29585.208000000002,76.34120016340698
2023-11-07,0.33273444429765786,28793.287333333337,28501.237,29758.46,78.04524608606583
2023-11-08,0.3347236114518655,28858.010666666665,28565.282000000003,29927.014,78.94168991848352
